temp_real_C,temp_feels_like_C,humidity,wind_speed_kph,season,weather
16.0,16.0,0.68,6.0,1.0,2.0
15.0,15.0,0.72,3.0,1.0,1.0
15.0,15.0,0.72,6.0,1.0,1.0
15.0,15.0,0.745,6.5,1.0,2.0
15.0,15.0,0.745,8.0,1.0,2.0
15.0,15.0,0.77,7.5,1.0,2.0
14.5,14.5,0.795,11.0,1.0,2.0
14.5,14.5,0.795,12.0,1.0,2.0
14.0,14.0,0.82,14.0,1.0,1.0
14.0,14.0,0.82,15.0,1.0,1.0
14.0,14.0,0.82,13.0,1.0,1.0
15.5,15.5,0.745,15.0,1.0,1.0
16.5,16.5,0.725,11.0,1.0,1.0
18.5,18.5,0.66,11.0,1.0,1.0
18.5,18.5,0.62,18.0,1.0,1.0
20.0,20.0,0.56,19.5,1.0,2.0
20.0,20.0,0.53,21.0,1.0,1.0
20.5,20.5,0.53,18.0,1.0,1.0
20.5,20.5,0.53,22.0,1.0,2.0
20.0,20.0,0.58,22.0,1.0,2.0
19.0,19.0,0.64,19.5,1.0,2.0
18.5,18.5,0.66,21.5,1.0,2.0
17.5,17.5,0.75,23.0,1.0,2.0
17.0,17.0,0.77,19.5,1.0,2.0
16.0,16.0,0.88,18.0,1.0,2.0
16.0,16.0,0.88,17.5,1.0,2.0
16.0,16.0,0.88,18.0,1.0,2.0
16.0,16.0,0.94,18.0,1.0,2.0
16.0,16.0,0.94,19.5,1.0,2.0
16.0,16.0,0.94,20.0,1.0,2.0
16.0,16.0,0.91,20.0,1.0,2.0
16.0,16.0,0.88,22.0,1.0,2.0
16.0,16.0,0.88,19.5,1.0,2.0
16.0,16.0,0.88,19.0,1.0,2.0
16.0,16.0,0.88,19.5,1.0,2.0
16.0,16.0,0.88,22.0,1.0,2.0
16.0,16.0,0.91,21.5,1.0,2.0
16.0,16.0,0.94,18.0,1.0,2.0
16.0,16.0,0.94,17.0,1.0,2.0
16.0,16.0,0.94,20.0,1.0,2.0
17.0,17.0,0.91,19.0,1.0,2.0
18.5,18.5,0.855,18.0,1.0,2.0
20.0,20.0,0.78,20.0,1.0,2.0
21.0,21.0,0.73,22.0,1.0,1.0
21.5,21.5,0.71,23.0,1.0,2.0
22.0,22.0,0.61,28.5,1.0,1.0
22.0,22.0,0.59,26.0,1.0,1.0
21.5,21.5,0.585,25.0,1.0,1.0
21.0,21.0,0.6,22.0,1.0,1.0
20.0,20.0,0.64,18.5,1.0,1.0
19.0,19.0,0.68,15.0,1.0,1.0
18.0,18.0,0.755,14.0,1.0,1.0
17.5,17.5,0.75,13.0,1.0,1.0
17.0,17.0,0.77,12.0,1.0,1.0
16.5,16.5,0.8,14.0,1.0,1.0
16.0,16.0,0.8,14.0,1.0,1.0
16.0,16.0,0.77,15.0,1.0,1.0
16.0,16.0,0.77,14.0,1.0,2.0
16.5,16.5,0.725,14.0,1.0,1.0
17.0,17.0,0.68,14.0,1.0,1.0
18.5,18.5,0.62,20.5,1.0,1.0
19.5,19.5,0.58,18.0,1.0,1.0
19.5,19.5,0.62,19.0,1.0,1.0
20.5,20.5,0.585,18.0,1.0,2.0
21.0,21.0,0.55,18.0,1.0,2.0
21.5,21.5,0.55,18.0,1.0,1.0
21.0,21.0,0.55,18.0,1.0,2.0
20.5,20.5,0.585,20.5,1.0,2.0
21.0,21.0,0.53,20.5,1.0,2.0
21.0,21.0,0.53,19.5,1.0,2.0
20.5,20.5,0.565,16.0,1.0,1.0
20.5,20.5,0.565,11.0,1.0,1.0
19.5,19.5,0.66,16.0,1.0,1.0
18.5,18.5,0.705,16.0,1.0,1.0
18.0,18.0,0.73,14.0,1.0,1.0
17.0,17.0,0.77,14.0,1.0,1.0
16.0,16.0,0.83,14.0,1.0,1.0
16.0,16.0,0.83,13.0,1.0,1.0
15.0,15.0,0.88,11.0,1.0,1.0
15.0,15.0,0.88,10.0,1.0,1.0
15.0,15.0,0.88,6.5,1.0,1.0
15.5,15.5,0.855,6.5,1.0,2.0
16.5,16.5,0.8,6.0,1.0,1.0
17.5,17.5,0.775,6.5,1.0,2.0
17.5,17.5,0.83,6.5,1.0,2.0
17.5,17.5,0.88,10.0,1.0,2.0
19.5,19.5,0.805,11.0,1.0,2.0
20.0,20.0,0.78,18.0,1.0,2.0
20.5,20.5,0.805,13.0,1.0,2.0
21.0,21.0,0.78,16.0,1.0,2.0
22.0,22.0,0.71,18.0,1.0,2.0
23.0,23.0,0.69,17.0,1.0,2.0
22.5,22.5,0.71,19.5,1.0,2.0
22.5,22.5,0.69,16.0,1.0,2.0
22.0,22.0,0.71,12.0,1.0,2.0
22.0,22.0,0.69,10.0,1.0,2.0
22.0,22.0,0.71,8.0,1.0,1.0
21.0,21.0,0.73,7.0,1.0,1.0
21.0,21.0,0.78,5.0,1.0,1.0
19.0,19.0,0.91,10.0,1.0,2.0
19.0,19.0,0.94,8.0,1.0,2.0
19.0,19.0,0.94,6.5,1.0,2.0
19.0,19.0,0.94,10.0,1.0,2.0
19.0,19.0,0.94,8.0,1.0,2.0
19.0,19.0,0.94,14.0,1.0,2.0
19.0,19.0,0.94,12.0,1.0,2.0
19.0,19.0,0.94,17.0,1.0,2.0
19.0,19.0,0.94,13.0,1.0,2.0
19.5,19.5,0.94,8.5,1.0,2.0
20.5,20.5,0.91,7.0,1.0,2.0
21.0,21.0,0.83,7.5,1.0,2.0
21.0,21.0,0.855,14.0,1.0,2.0
21.0,21.0,0.855,10.0,1.0,2.0
22.0,22.0,0.805,8.5,1.0,2.0
21.0,21.0,0.88,13.0,1.0,2.0
21.5,21.5,0.805,13.0,1.0,2.0
21.0,21.0,0.88,8.0,1.0,2.0
20.5,20.5,0.91,11.0,1.0,2.0
20.0,20.0,0.91,6.5,1.0,2.0
20.0,20.0,0.91,12.0,1.0,2.0
20.0,20.0,0.88,11.0,1.0,1.0
19.5,19.5,0.91,11.0,1.0,1.0
19.0,19.0,0.91,13.0,1.0,2.0
19.0,19.0,0.88,12.0,1.0,2.0
22.0,22.0,0.5,26.0,1.0,1.0
22.0,22.0,0.5,26.0,1.0,1.0
21.0,21.0,0.53,26.0,1.0,1.0
21.0,21.0,0.53,26.0,1.0,1.0
19.0,19.0,0.6,26.0,1.0,1.0
19.0,19.0,0.6,22.0,1.0,1.0
18.0,18.0,0.6,15.0,1.0,1.0
17.0,17.0,0.68,15.0,1.0,1.0
16.0,16.0,0.77,13.0,1.0,1.0
15.0,15.0,0.82,15.0,1.0,1.0
15.0,15.0,0.77,17.0,1.0,1.0
15.0,15.0,0.77,17.0,1.0,1.0
15.0,15.0,0.77,13.0,1.0,1.0
14.0,14.0,0.82,17.0,1.0,1.0
14.0,14.0,0.82,15.0,1.0,1.0
14.0,14.0,0.82,13.0,1.0,1.0
15.0,15.0,0.77,13.0,1.0,1.0
16.0,16.0,0.72,11.0,1.0,1.0
17.0,17.0,0.68,17.0,1.0,1.0
17.0,17.0,0.64,13.0,1.0,1.0
19.0,19.0,0.6,13.0,1.0,1.0
17.0,17.0,0.68,24.0,1.0,2.0
20.0,20.0,0.525,18.0,1.0,2.0
18.5,18.5,0.525,19.0,1.0,2.0
17.0,17.0,0.68,11.0,1.0,2.0
15.5,15.5,0.795,12.0,1.0,2.0
15.5,15.5,0.77,5.0,1.0,2.0
16.0,16.0,0.77,8.0,1.0,2.0
16.0,16.0,0.77,12.0,1.0,2.0
16.5,16.5,0.75,9.0,1.0,2.0
15.5,15.5,0.825,9.0,1.0,2.0
16.0,16.0,0.77,7.0,1.0,2.0
16.0,16.0,0.77,17.5,1.0,1.0
15.0,15.0,0.795,15.0,1.0,1.0
15.0,15.0,0.77,18.0,1.0,1.0
14.0,14.0,0.82,15.0,1.0,1.0
14.0,14.0,0.82,18.0,1.0,1.0
14.0,14.0,0.85,14.0,1.0,2.0
15.0,15.0,0.82,20.0,1.0,2.0
15.0,15.0,0.77,22.0,1.0,2.0
15.0,15.0,0.77,22.0,1.0,2.0
15.5,15.5,0.745,20.0,1.0,1.0
15.5,15.5,0.77,21.0,1.0,2.0
16.0,16.0,0.745,20.5,1.0,2.0
17.5,17.5,0.66,15.0,1.0,2.0
18.5,18.5,0.58,19.0,1.0,2.0
20.0,20.0,0.51,22.0,1.0,2.0
20.0,20.0,0.53,18.5,1.0,1.0
20.0,20.0,0.53,19.5,1.0,1.0
20.0,20.0,0.53,25.0,1.0,1.0
19.5,19.5,0.56,28.0,1.0,1.0
19.0,19.0,0.56,24.0,1.0,1.0
17.0,17.0,0.66,25.0,1.0,1.0
16.0,16.0,0.77,22.0,1.0,2.0
15.0,15.0,0.85,13.0,1.0,2.0
16.0,16.0,0.83,11.0,1.0,2.0
16.0,16.0,0.83,15.0,1.0,2.0
15.0,15.0,0.94,12.0,1.0,2.0
15.0,15.0,0.94,12.0,1.0,2.0
16.0,16.0,0.91,14.0,1.0,2.0
16.0,16.0,0.94,14.0,1.0,2.0
16.0,16.0,0.94,15.0,1.0,2.0
16.0,16.0,0.97,14.0,1.0,2.0
16.5,16.5,0.91,16.0,1.0,2.0
17.0,17.0,0.855,18.0,1.0,2.0
17.0,17.0,0.855,16.0,1.0,2.0
17.5,17.5,0.805,12.0,1.0,2.0
18.0,18.0,0.755,14.0,1.0,2.0
18.5,18.5,0.705,17.0,1.0,1.0
20.0,20.0,0.6,19.5,1.0,1.0
20.0,20.0,0.56,25.0,1.0,2.0
20.5,20.5,0.495,22.0,1.0,1.0
20.5,20.5,0.475,22.0,1.0,1.0
21.0,21.0,0.43,18.0,1.0,1.0
21.0,21.0,0.46,18.5,1.0,1.0
20.0,20.0,0.46,18.0,1.0,1.0
19.0,19.0,0.49,17.0,1.0,1.0
19.0,19.0,0.49,15.0,1.0,1.0
18.5,18.5,0.505,12.0,1.0,1.0
18.0,18.0,0.52,12.0,1.0,1.0
17.5,17.5,0.54,12.0,1.0,1.0
16.5,16.5,0.575,7.0,1.0,1.0
16.0,16.0,0.63,6.0,1.0,1.0
15.5,15.5,0.635,6.0,1.0,1.0
15.0,15.0,0.655,6.5,1.0,1.0
15.0,15.0,0.655,6.0,1.0,1.0
14.0,14.0,0.67,5.0,1.0,1.0
14.5,14.5,0.65,2.0,1.0,1.0
16.0,16.0,0.63,2.0,1.0,1.0
17.0,17.0,0.59,6.5,1.0,1.0
18.0,18.0,0.54,7.0,1.0,1.0
19.0,19.0,0.475,10.0,1.0,1.0
19.5,19.5,0.46,12.0,1.0,1.0
19.5,19.5,0.46,14.0,1.0,1.0
21.0,21.0,0.43,15.0,1.0,1.0
21.0,21.0,0.43,18.5,1.0,1.0
20.0,20.0,0.46,19.5,1.0,1.0
18.5,18.5,0.46,23.0,1.0,1.0
15.5,15.5,0.68,17.0,1.0,2.0
14.5,14.5,0.795,18.0,1.0,2.0
14.0,14.0,0.88,14.0,1.0,2.0
14.5,14.5,0.85,17.0,1.0,2.0
15.0,15.0,0.82,16.0,1.0,2.0
15.0,15.0,0.82,23.5,1.0,2.0
14.0,14.0,0.88,23.0,1.0,2.0
14.0,14.0,0.88,20.0,1.0,2.0
15.0,15.0,0.82,22.0,1.0,2.0
15.0,15.0,0.795,28.0,1.0,2.0
13.0,13.0,0.77,25.0,1.0,1.0
13.0,13.0,0.795,18.0,1.0,1.0
12.5,12.5,0.85,18.0,1.0,1.0
13.5,13.5,0.85,16.0,1.0,1.0
15.0,15.0,0.77,19.0,1.0,1.0
16.0,16.0,0.72,18.0,1.0,1.0
17.0,17.0,0.66,23.0,1.0,1.0
17.0,17.0,0.64,26.0,1.0,2.0
18.0,18.0,0.6,27.0,1.0,2.0
17.0,17.0,0.66,27.0,1.0,2.0
16.5,16.5,0.725,29.0,1.0,2.0
15.5,15.5,0.825,28.0,1.0,2.0
16.0,16.0,0.83,28.0,1.0,2.0
16.0,16.0,0.83,25.0,1.0,2.0
16.0,16.0,0.8,27.0,1.0,2.0
16.0,16.0,0.83,24.0,1.0,2.0
16.0,16.0,0.83,23.0,1.0,2.0
16.0,16.0,0.8,24.0,1.0,2.0
16.0,16.0,0.77,20.0,1.0,1.0
15.5,15.5,0.855,19.5,1.0,2.0
15.0,15.0,0.88,18.0,1.0,2.0
15.0,15.0,0.85,19.5,1.0,2.0
15.0,15.0,0.85,17.0,1.0,2.0
14.0,14.0,0.94,14.0,1.0,2.0
14.0,14.0,0.88,14.0,1.0,2.0
14.0,14.0,0.94,11.0,1.0,2.0
14.0,14.0,0.94,11.0,1.0,2.0
14.0,14.0,0.94,11.0,1.0,2.0
15.0,15.0,0.88,8.0,1.0,1.0
16.0,16.0,0.83,12.0,1.0,2.0
17.0,17.0,0.75,13.0,1.0,2.0
18.5,18.5,0.66,15.0,1.0,1.0
19.5,19.5,0.64,18.0,1.0,1.0
20.0,20.0,0.58,21.0,1.0,1.0
20.0,20.0,0.545,22.0,1.0,1.0
20.0,20.0,0.58,24.0,1.0,1.0
19.5,19.5,0.64,19.5,1.0,1.0
20.0,20.0,0.6,24.0,1.0,1.0
20.0,20.0,0.6,23.0,1.0,1.0
19.5,19.5,0.62,27.0,1.0,1.0
19.0,19.0,0.62,23.0,1.0,1.0
18.0,18.0,0.64,22.5,1.0,1.0
17.5,17.5,0.73,21.5,1.0,1.0
17.5,17.5,0.75,24.0,1.0,2.0
17.0,17.0,0.77,27.0,1.0,2.0
17.0,17.0,0.77,24.0,1.0,2.0
17.0,17.0,0.8,22.0,1.0,2.0
17.0,17.0,0.77,23.0,1.0,2.0
17.0,17.0,0.77,23.0,1.0,2.0
17.0,17.0,0.77,23.0,1.0,2.0
17.0,17.0,0.77,20.0,1.0,2.0
17.0,17.0,0.77,19.5,1.0,2.0
15.5,15.5,0.88,20.5,1.0,2.0
15.5,15.5,0.88,18.0,1.0,2.0
16.5,16.5,0.8,17.5,1.0,1.0
18.0,18.0,0.68,20.5,1.0,1.0
18.0,18.0,0.705,22.0,1.0,2.0
17.5,17.5,0.705,26.0,1.0,2.0
17.0,17.0,0.77,21.0,1.0,2.0
17.5,17.5,0.73,20.0,1.0,2.0
19.5,19.5,0.62,24.5,1.0,1.0
20.0,20.0,0.53,28.0,1.0,2.0
18.5,18.5,0.6,25.0,1.0,2.0
16.5,16.5,0.68,23.5,1.0,2.0
17.0,17.0,0.575,26.0,1.0,1.0
15.5,15.5,0.705,25.0,1.0,1.0
14.0,14.0,0.77,19.5,1.0,1.0
14.0,14.0,0.77,21.0,1.0,1.0
13.0,13.0,0.77,22.0,1.0,1.0
13.0,13.0,0.77,18.0,1.0,1.0
13.0,13.0,0.77,18.0,1.0,1.0
12.0,12.0,0.82,22.0,1.0,1.0
12.0,12.0,0.77,21.0,1.0,1.0
12.0,12.0,0.77,21.5,1.0,1.0
12.0,12.0,0.795,19.5,1.0,1.0
12.0,12.0,0.82,25.0,1.0,1.0
13.5,13.5,0.745,25.0,1.0,1.0
15.0,15.0,0.655,27.0,1.0,1.0
16.0,16.0,0.57,29.0,1.0,1.0
17.0,17.0,0.54,27.0,1.0,1.0
17.0,17.0,0.52,25.0,1.0,1.0
18.0,18.0,0.49,26.0,1.0,1.0
17.5,17.5,0.54,29.0,1.0,1.0
18.5,18.5,0.52,27.0,1.0,1.0
20.0,20.0,0.43,34.0,1.0,1.0
18.5,18.5,0.58,29.5,1.0,1.0
18.5,18.5,0.56,28.0,1.0,1.0
16.0,16.0,0.725,16.0,1.0,2.0
17.0,17.0,0.64,25.0,1.0,2.0
17.0,17.0,0.64,23.0,1.0,1.0
16.0,16.0,0.68,18.5,1.0,1.0
15.0,15.0,0.745,16.0,1.0,1.0
15.0,15.0,0.7,20.0,1.0,1.0
14.0,14.0,0.72,21.5,1.0,1.0
14.0,14.0,0.72,20.0,1.0,1.0
13.0,13.0,0.795,17.0,1.0,1.0
13.0,13.0,0.82,15.0,1.0,1.0
12.5,12.5,0.85,10.0,1.0,1.0
12.5,12.5,0.85,11.0,1.0,1.0
13.5,13.5,0.795,14.0,1.0,1.0
14.5,14.5,0.745,16.0,1.0,1.0
16.0,16.0,0.68,13.0,1.0,1.0
17.0,17.0,0.64,14.0,1.0,1.0
18.0,18.0,0.56,12.0,1.0,1.0
18.5,18.5,0.52,12.0,1.0,1.0
19.5,19.5,0.505,13.0,1.0,1.0
19.5,19.5,0.545,16.0,1.0,1.0
20.0,20.0,0.49,14.0,1.0,1.0
20.5,20.5,0.495,13.0,1.0,1.0
20.0,20.0,0.545,16.0,1.0,1.0
20.5,20.5,0.53,17.0,1.0,1.0
20.0,20.0,0.545,13.0,1.0,1.0
19.5,19.5,0.58,15.0,1.0,1.0
18.5,18.5,0.62,15.0,1.0,1.0
17.5,17.5,0.685,12.0,1.0,1.0
16.5,16.5,0.75,13.0,1.0,1.0
16.0,16.0,0.77,14.0,1.0,1.0
15.0,15.0,0.82,15.0,1.0,1.0
14.5,14.5,0.85,13.0,1.0,1.0
14.0,14.0,0.88,13.0,1.0,1.0
14.0,14.0,0.88,13.0,1.0,1.0
13.0,13.0,0.94,12.0,1.0,1.0
13.0,13.0,0.91,9.0,1.0,1.0
14.0,14.0,0.82,10.0,1.0,1.0
15.5,15.5,0.745,7.0,1.0,1.0
17.5,17.5,0.68,8.0,1.0,1.0
19.5,19.5,0.545,10.0,1.0,1.0
20.5,20.5,0.515,14.0,1.0,1.0
21.0,21.0,0.515,17.0,1.0,1.0
20.5,20.5,0.53,17.0,1.0,1.0
20.5,20.5,0.53,19.0,1.0,2.0
21.0,21.0,0.55,18.5,1.0,1.0
20.5,20.5,0.565,20.5,1.0,2.0
19.5,19.5,0.66,21.0,1.0,2.0
19.0,19.0,0.66,22.0,1.0,2.0
18.0,18.0,0.78,19.5,1.0,2.0
18.0,18.0,0.78,17.0,1.0,2.0
18.0,18.0,0.78,18.0,1.0,2.0
18.0,18.0,0.78,19.5,1.0,2.0
17.5,17.5,0.78,20.0,1.0,2.0
17.0,17.0,0.77,19.5,1.0,2.0
17.0,17.0,0.83,20.0,1.0,2.0
16.0,16.0,0.83,20.5,1.0,2.0
16.0,16.0,0.83,16.0,1.0,2.0
17.0,17.0,0.83,19.5,1.0,2.0
16.0,16.0,0.88,20.5,1.0,2.0
16.0,16.0,0.83,24.0,1.0,2.0
16.0,16.0,0.77,24.0,1.0,2.0
16.5,16.5,0.75,22.0,1.0,2.0
17.5,17.5,0.725,20.5,1.0,1.0
17.5,17.5,0.705,28.0,1.0,2.0
17.5,17.5,0.64,24.0,1.0,1.0
18.0,18.0,0.6,27.0,1.0,1.0
19.0,19.0,0.54,21.0,1.0,1.0
19.5,19.5,0.525,22.0,1.0,1.0
20.0,20.0,0.51,19.5,1.0,2.0
20.5,20.5,0.46,19.5,1.0,2.0
21.0,21.0,0.445,18.0,1.0,1.0
20.5,20.5,0.46,20.5,1.0,1.0
20.0,20.0,0.475,19.5,1.0,1.0
20.0,20.0,0.46,16.0,1.0,1.0
19.0,19.0,0.49,16.0,1.0,1.0
18.5,18.5,0.505,8.0,1.0,1.0
17.5,17.5,0.54,8.5,1.0,2.0
16.5,16.5,0.575,13.0,1.0,2.0
16.0,16.0,0.59,15.0,1.0,2.0
15.0,15.0,0.59,15.0,1.0,2.0
14.5,14.5,0.63,9.0,1.0,1.0
14.0,14.0,0.63,6.0,1.0,1.0
13.0,13.0,0.695,6.0,1.0,1.0
13.0,13.0,0.695,6.0,1.0,1.0
13.0,13.0,0.72,7.5,1.0,1.0
14.0,14.0,0.72,12.0,1.0,1.0
15.5,15.5,0.61,13.0,1.0,1.0
16.5,16.5,0.535,7.5,1.0,1.0
18.0,18.0,0.49,8.0,1.0,1.0
18.5,18.5,0.475,12.0,1.0,1.0
19.5,19.5,0.43,11.0,1.0,1.0
20.5,20.5,0.39,7.5,1.0,1.0
21.0,21.0,0.39,8.5,1.0,1.0
21.5,21.0,0.39,9.5,1.0,1.0
21.0,21.0,0.415,11.0,1.0,1.0
22.0,21.0,0.395,8.5,1.0,1.0
22.0,21.0,0.395,5.5,1.0,1.0
21.0,21.0,0.43,12.0,1.0,1.0
20.0,20.0,0.475,7.0,1.0,1.0
19.0,19.0,0.52,7.0,1.0,1.0
19.0,19.0,0.6,12.0,1.0,1.0
18.0,18.0,0.64,14.0,1.0,1.0
17.5,17.5,0.66,12.0,1.0,1.0
17.0,17.0,0.68,13.0,1.0,1.0
17.0,17.0,0.68,11.0,1.0,1.0
16.5,16.5,0.7,10.0,1.0,1.0
16.0,16.0,0.72,9.0,1.0,1.0
16.0,16.0,0.68,11.0,1.0,1.0
16.0,16.0,0.655,11.0,1.0,1.0
16.0,16.0,0.68,13.0,1.0,1.0
17.0,17.0,0.615,12.0,1.0,1.0
18.5,18.5,0.56,13.0,1.0,1.0
19.0,19.0,0.565,13.0,1.0,1.0
21.0,21.0,0.5,13.0,1.0,1.0
21.5,21.0,0.5,14.0,1.0,1.0
22.0,22.0,0.515,15.0,1.0,1.0
23.0,23.0,0.485,18.0,1.0,1.0
23.0,23.0,0.485,18.0,1.0,1.0
23.0,23.0,0.47,17.0,1.0,1.0
22.5,22.5,0.485,19.0,1.0,1.0
22.0,22.0,0.53,16.0,1.0,1.0
21.5,21.5,0.57,18.0,1.0,2.0
20.5,20.5,0.62,17.0,1.0,1.0
19.5,19.5,0.66,19.0,1.0,1.0
19.0,19.0,0.68,17.0,1.0,1.0
19.0,19.0,0.68,16.0,1.0,1.0
18.5,18.5,0.705,12.0,1.0,1.0
18.0,18.0,0.73,16.0,1.0,1.0
17.0,17.0,0.77,13.0,1.0,1.0
17.0,17.0,0.75,13.0,1.0,1.0
16.0,16.0,0.83,13.0,1.0,1.0
16.0,16.0,0.83,13.0,1.0,1.0
16.5,16.5,0.8,18.5,1.0,1.0
17.5,17.5,0.775,22.0,1.0,1.0
18.5,18.5,0.755,21.0,1.0,1.0
19.0,19.0,0.68,27.0,1.0,2.0
19.0,19.0,0.73,29.0,1.0,2.0
20.5,20.5,0.665,28.0,1.0,2.0
21.5,21.5,0.625,30.0,1.0,1.0
23.0,23.0,0.57,30.5,1.0,1.0
23.0,23.0,0.55,31.5,1.0,1.0
23.0,23.0,0.515,32.5,1.0,1.0
23.0,23.0,0.53,30.0,1.0,1.0
22.0,22.0,0.53,32.5,1.0,1.0
22.0,22.0,0.53,29.0,1.0,1.0
21.5,21.5,0.55,27.0,1.0,1.0
20.5,20.5,0.585,26.0,1.0,1.0
20.0,20.0,0.6,22.0,1.0,1.0
19.0,19.0,0.64,20.0,1.0,1.0
19.0,19.0,0.64,18.5,1.0,1.0
18.0,18.0,0.68,16.0,1.0,1.0
18.0,18.0,0.68,15.0,1.0,1.0
18.0,18.0,0.68,14.0,1.0,1.0
17.0,17.0,0.73,12.0,1.0,1.0
17.0,17.0,0.73,13.0,1.0,1.0
17.0,17.0,0.73,9.0,1.0,1.0
17.5,17.5,0.75,7.0,1.0,1.0
19.0,19.0,0.73,17.0,1.0,2.0
19.0,19.0,0.66,18.0,1.0,2.0
19.5,19.5,0.66,19.0,1.0,2.0
21.5,21.5,0.645,19.5,1.0,1.0
23.5,23.5,0.575,28.0,1.0,1.0
24.0,24.0,0.57,27.5,1.0,1.0
23.0,23.0,0.61,29.0,1.0,2.0
23.0,23.0,0.61,28.0,1.0,1.0
22.5,22.5,0.63,27.0,1.0,1.0
22.0,22.0,0.63,22.0,1.0,1.0
22.0,22.0,0.65,23.0,1.0,1.0
21.5,21.5,0.67,21.5,1.0,1.0
21.0,21.0,0.69,20.5,1.0,1.0
20.5,20.5,0.71,21.0,1.0,1.0
20.0,20.0,0.73,21.0,1.0,1.0
19.5,19.5,0.755,24.0,1.0,1.0
19.0,19.0,0.755,22.0,1.0,1.0
19.0,19.0,0.73,19.5,1.0,1.0
19.0,19.0,0.73,17.0,1.0,1.0
18.0,18.0,0.805,17.0,1.0,1.0
18.0,18.0,0.83,17.0,1.0,2.0
18.0,18.0,0.83,20.0,1.0,2.0
18.0,18.0,0.83,17.5,1.0,2.0
19.0,19.0,0.78,17.5,1.0,2.0
19.0,19.0,0.805,20.0,1.0,2.0
19.0,19.0,0.805,23.0,1.0,2.0
19.0,19.0,0.83,20.5,1.0,2.0
18.5,18.5,0.855,18.0,1.0,2.0
19.5,19.5,0.805,18.5,1.0,2.0
19.5,19.5,0.805,23.0,1.0,2.0
20.0,20.0,0.78,24.0,1.0,2.0
21.0,21.0,0.665,28.5,1.0,2.0
22.0,22.0,0.57,30.5,1.0,1.0
22.5,22.5,0.515,32.5,1.0,1.0
22.0,22.0,0.515,31.5,1.0,1.0
21.5,21.5,0.535,29.5,1.0,1.0
21.0,21.0,0.55,30.5,1.0,1.0
19.0,19.0,0.64,22.0,1.0,1.0
18.5,18.5,0.705,21.0,1.0,1.0
18.0,18.0,0.705,20.0,1.0,1.0
17.0,17.0,0.73,24.0,1.0,1.0
17.0,17.0,0.73,20.0,1.0,1.0
17.0,17.0,0.73,20.0,1.0,2.0
17.0,17.0,0.73,18.0,1.0,2.0
17.0,17.0,0.77,21.0,1.0,2.0
17.0,17.0,0.77,19.5,1.0,2.0
17.0,17.0,0.77,19.0,1.0,2.0
17.5,17.5,0.705,24.0,1.0,2.0
17.5,17.5,0.705,27.0,1.0,2.0
18.5,18.5,0.66,28.0,1.0,2.0
19.0,19.0,0.64,30.5,1.0,2.0
19.0,19.0,0.64,29.0,1.0,2.0
19.5,19.5,0.64,29.0,1.0,2.0
20.5,20.5,0.62,23.0,1.0,2.0
21.0,21.0,0.6,27.0,1.0,2.0
19.0,19.0,0.78,23.5,1.0,2.0
18.0,18.0,0.83,20.0,1.0,2.0
19.0,19.0,0.78,23.0,1.0,1.0
18.0,18.0,0.78,22.0,1.0,2.0
18.5,18.5,0.755,21.0,1.0,1.0
18.0,18.0,0.78,19.5,1.0,1.0
18.0,18.0,0.78,18.0,1.0,1.0
17.5,17.5,0.805,16.0,1.0,1.0
16.5,16.5,0.855,17.0,1.0,1.0
16.0,16.0,0.83,13.0,1.0,1.0
15.5,15.5,0.855,15.0,1.0,1.0
15.5,15.5,0.795,15.0,1.0,1.0
15.0,15.0,0.82,11.0,1.0,1.0
14.5,14.5,0.85,12.0,1.0,1.0
14.5,14.5,0.795,11.0,1.0,2.0
14.0,14.0,0.82,12.0,1.0,1.0
14.5,14.5,0.795,15.0,1.0,1.0
15.5,15.5,0.745,13.0,1.0,1.0
16.5,16.5,0.68,15.0,1.0,1.0
17.5,17.5,0.64,19.0,1.0,1.0
18.0,18.0,0.62,19.5,1.0,1.0
19.0,19.0,0.58,18.5,1.0,1.0
17.0,17.0,0.685,24.0,1.0,2.0
16.0,16.0,0.83,14.0,1.0,2.0
16.0,16.0,0.8,18.5,1.0,2.0
16.0,16.0,0.855,18.0,1.0,2.0
15.0,15.0,0.88,19.0,1.0,2.0
15.5,15.5,0.855,13.0,1.0,2.0
16.5,16.5,0.8,15.0,1.0,1.0
16.0,16.0,0.77,17.0,1.0,1.0
15.0,15.0,0.82,17.0,1.0,1.0
15.0,15.0,0.82,15.0,1.0,2.0
15.0,15.0,0.82,11.0,1.0,2.0
14.0,14.0,0.91,12.0,1.0,2.0
14.0,14.0,0.85,14.0,1.0,2.0
13.0,13.0,0.94,9.0,1.0,2.0
13.0,13.0,0.94,14.0,1.0,2.0
12.0,12.0,0.94,12.0,1.0,2.0
13.0,13.0,0.88,9.0,1.0,2.0
13.0,13.0,0.88,12.0,1.0,2.0
13.0,13.0,0.85,15.0,1.0,1.0
13.5,13.5,0.795,16.0,1.0,1.0
14.5,14.5,0.77,17.0,1.0,1.0
15.5,15.5,0.7,17.0,1.0,1.0
16.5,16.5,0.61,15.0,1.0,1.0
17.5,17.5,0.575,18.0,1.0,1.0
18.0,18.0,0.505,16.0,1.0,1.0
17.5,17.5,0.6,23.5,1.0,2.0
15.5,15.5,0.7,16.5,1.0,2.0
17.0,17.0,0.62,15.5,1.0,2.0
